Date;Indices;Previous close;Day Open;Day High;Day Low;LTP/Closing Prices
2020/05/29;Euronext 100;614.42;561.44;256.23;404.61;6218.79
2020/05/29;DAX;11657.69;11746.78;11813.14;11654.83;11781.13
2020/05/29;Dow Jones Industrial Average;25548.27;25697.36;25758.79;25358.73;25400.64
2020/05/29;Brazil Bovespa Stock Index;87946.25;87942.3;88090.67;86766.92;86949.09
2020/05/29;Santiago Index IPSA;3769.32;3769.32;2603.84;2521.26;2522.7
2020/05/29;S&P 500 INDEX;3036.13;3046.61;3068.67;3023.4;3029.73
2020/05/29;Canada S&P/TSX 60;924.65;927.57;928.61;921.5;923.16
2020/05/29;IPC;36889.96;36979.08;36973.3;36241.02;36508.14
2020/06/01;Australia ASX All Ordinaries;5872.2;5872.2;5914;5823.5;5911.6
2020/06/01;Shanghai SE Composite Index;2852.35;2871.96;2893.29;2871.96;2891.45
2020/06/01;Hang Seng;22961.47;23539.91;23806.32;23539.91;23671.57
2020/06/01;Mumbai Sensex;32200.59;32041.29;32480.52;31823.8;32424.1
2020/06/01;Nikkei 225;21877.89;21910.89;22161.39;21898.99;22152.03
2020/06/01;Taiwan TSEC 50 Index;10942.16;10971.4;11109.13;10971.4;11090.21
2020/06/01;FTSE 100;6218.79;6218.79;6218.79;6060.16;6076.6
2020/06/01;CAC 40;6218.79;6218.79;6218.79;6060.16;6076.6
2020/06/01;Swiss Market Index;9926.03;9919.99;9944.07;9823.79;9830.23
2020/06/01;Euronext 100;943.02;935.35;941.04;928.31;930.25
2020/06/01;DAX;11781.13;11649.37;11729.98;11575.74;11586.85
2020/06/01;Dow Jones Industrial Average;25400.64;25324.15;25482.8;25031.67;25383.11
2020/06/01;Brazil Bovespa Stock Index;86949.09;86951.32;87410.03;85384.29;87402.59
2020/06/01;Santiago Index IPSA;3658.11;3658.11;2526.26;2478.12;2516.94
2020/06/01;S&P 500 INDEX;3029.73;3025.17;3049.17;2998.61;3044.31
2020/06/01;Canada S&P/TSX 60;923.16;921.55;922.34;911.24;917.17
2020/06/01;IPC;36508.14;36471.82;36471.82;35555.75;36122.73
2020/06/02;Australia ASX All Ordinaries;5938.4;5938.4;5965.2;5920.4;5937.6
2020/06/02;Shanghai SE Composite Index;2915.43;2916.32;2920.88;2909.23;2917.54
2020/06/02;Hang Seng;23732.52;23792.24;23995.47;23766.15;23865.39
2020/06/02;Mumbai Sensex;32424.1;32906.05;33673.83;32876.55;33303.52
2020/06/02;Nikkei 225;33303.52;0;0;0;33303.52
2020/06/02;Taiwan TSEC 50 Index;11079.02;11109.27;11170.49;11102.97;11130.28
2020/06/02;FTSE 100;6076.6;6076.6;6179.34;6076.6;6166.42
2020/06/02;CAC 40;4695.44;4776.72;4782.03;4721.63;4762.78
2020/06/02;Swiss Market Index;9926.03;9918.5;9944.53;9823.73;9831.49
2020/06/02;Euronext 100;930.25;945.78;945.78;934.4;943.48
2020/06/02;DAX;11781.13;11649.37;11729.98;11575.74;11586.85
2020/06/02;Dow Jones Industrial Average;25383.11;25342.99;25508.83;25220.66;25475.02
2020/06/02;Brazil Bovespa Stock Index;87402.59;87395.15;89019.37;86836.57;88620.1
2020/06/02;Santiago Index IPSA;3647.6;3647.6;2563.17;2495.6;2543.24
2020/06/02;S&P 500 INDEX;3044.31;3038.78;3062.18;3031.54;3055.73
2020/06/02;Canada S&P/TSX 60;917.17;916.18;922.44;915.3;919.77
2020/06/02;IPC;36122.73;36115.13;37131.91;35979.22;36980.85
2020/06/03;Australia ASX All Ordinaries;5960.1;5960.1;6028.6;5960.1;6013.3
2020/06/03;Shanghai SE Composite Index;5960.1;5960.1;6028.6;5960.1;6007.8
2020/06/03;Hang Seng;23995.94;24303.56;24364.01;24227.71;24232.65
2020/06/03;Mumbai Sensex;33303.52;33450.19;33866.63;33301.29;33825.53
2020/06/03;Nikkei 225;22325.61;22649.01;22818.87;22595.62;22597.48
2020/06/03;Taiwan TSEC 50 Index;11127.93;11182.52;11277.04;11182.52;11246.49
2020/06/03;FTSE 100;6166.42;6166.42;6238.25;6165.05;6220.14
2020/06/03;CAC 40;4762.78;4799.88;4880.15;4795.28;4858.97
2020/06/03;Swiss Market Index;9831.49;9874.84;9979.18;9872.96;9951.45
2020/06/03;Euronext 100;943.48;950.73;962.1;948.08;958.97
2020/06/03;DAX;11586.85;11896.7;12055.57;11852.06;12021.28
2020/06/03;Dow Jones Industrial Average;25475.02;25582.52;25743.13;25523.74;25742.65
2020/06/03;Brazil Bovespa Stock Index;88620.1;88622.49;91046.49;88622.49;91046.38
2020/06/03;Santiago Index IPSA;3685.72;3685.72;2605.73;2543.24;2587.85
2020/06/03;S&P 500 INDEX;3055.73;3064.78;3081.07;3051.64;3080.82
2020/06/03;Canada S&P/TSX 60;919.77;923.91;931.81;923.62;931.7
2020/06/03;IPC;36980.85;37012.64;37131.91;35979.22;37460.44
2020/06/04;Australia ASX All Ordinaries;6064.9;6064.9;6159.5;6064.9;6091.6
2020/06/04;Shanghai SE Composite Index;6064.9;6064.9;6159.5;6064.9;6090.4
2020/06/04;Hang Seng;24325.62;24643.84;24643.84;24204.1;24281.01
2020/06/04;Mumbai Sensex;34109.54;0;0;0;34109.54
2020/06/04;Nikkei 225;22613.76;22885.14;22907.92;22568.01;22631.01
2020/06/04;Taiwan TSEC 50 Index;11320.16;11373.94;11425.42;11341.58;11367.54
2020/06/04;FTSE 100;6220.14;6220.14;6394.7;6220.14;6382.41
2020/06/04;CAC 40;4858.97;4911.45;5026.45;4909.99;5022.38
2020/06/04;Swiss Market Index;9951.45;9962.22;1018.38;5995.409;10183.77
2020/06/04;Euronext 100;958.97;967.75;988.98;967.63;988.16
2020/06/04;DAX;12021.28;12147.12;12507.41;12133.7;12487.36
2020/06/04;Dow Jones Industrial Average;25742.65;25906.88;26337.75;25906.88;26269.89
2020/06/04;Brazil Bovespa Stock Index;91046.38;91048.1;93710.05;91048.1;93002.14
2020/06/04;Santiago Index IPSA;2587.85;2587.85;2645.19;2587.46;2645.19
2020/06/04;S&P 500 INDEX;3080.82;3098.9;3130.94;3098.9;3122.87
2020/06/04;Canada S&P/TSX 60;257.42;652.59;68.82;633.7752590688;26269.89
2020/06/04;IPC;37460.44;37540.62;37826.17;36906.36;38290.77
2020/06/05;Australia ASX All Ordinaries;6112;6112;6112;6082.7;6102.6
2020/06/05;Shanghai SE Composite Index;2919.25;2923.19;2923.5;2910.63;2917.07
2020/06/05;Hang Seng;24366.3;24388.18;24431.06;24253.56;24368.57
2020/06/05;Mumbai Sensex;34109.54;34072.5;34310.14;33711.24;33980.7
2020/06/05;Nikkei 225;22695.74;22613.08;22659.7;22563.56;22616.77
2020/06/05;Taiwan TSEC 50 Index;11393.23;11418.01;11450.2;11411.94;11437.37
2020/06/05;FTSE 100;6382.41;6382.41;6402.57;6314.59;6341.44
2020/06/05;CAC 40;5022.38;4994.18;5052.75;4966.82;5011.98
2020/06/05;Swiss Market Index;1018.37;7101.52;5910.2;3911.002402;10075.68
2020/06/05;Euronext 100;988.16;982.77;992.75;978.28;986.66
2020/06/05;DAX;12487.36;12390.03;12558.24;12326.44;12430.56
2020/06/08;FTSE 100;6341.44;6341.44;6489.99;6341.44;6484.3
2020/06/08;CAC 40;5011.98;5060.92;5199.65;5060.92;5197.79
2020/06/08;Swiss Market Index;1007.56;8100.82;5610.19;371.006183;10190.37
2020/06/08;Euronext 100;986.66;994.58;101.51;99.45;1014.74
2020/06/08;DAX;12430.56;12565.16;12858.79;12560.19;12847.68
2020/06/08;Dow Jones Industrial Average;26281.82;26836.8;27338.3;26836.8;27110.98
2020/06/08;Brazil Bovespa Stock Index;26281.82;26836.8;27338.3;26836.8;27110.98
2020/06/08;Santiago Index IPSA;3885.41;3885.41;2798.12;2681.04;2783.16
2020/06/08;S&P 500 INDEX;3112.35;3163.84;3211.72;3163.84;3193.93
2020/06/08;Canada S&P/TSX 60;936.71;952.93;958.52;951.89;956.81
2020/06/08;IPC;37872.89;38226.57;39164.28;38220.65;38948.08
2020/06/09;Australia ASX All Ordinaries;6116.5;6116.5;6314.6;6116.5;6267.5
2020/06/09;Shanghai SE Composite Index;2937.77;2939.54;2957.12;2932.94;2954.4
2020/06/09;Hang Seng;24776.77;24906.01;25238.18;24837.73;25223.1
2020/06/09;Mumbai Sensex;34370.58;34520.79;34738.07;34268.55;34674.57
2020/06/09;Nikkei 225;23178.1;23135.79;23185.85;22933.14;23115.3
2020/06/09;Taiwan TSEC 50 Index;11610.32;11600.61;11640.45;11537.38;11637.11
2020/06/09;FTSE 100;6484.3;6484.3;6511.84;6423.06;6472.59
2020/06/09;CAC 40;5197.79;5159.3;5213.67;5137.2;5175.52
2020/06/09;Swiss Market Index;1019.03;7101.14;210.18;8301.008205;10152.77
2020/06/09;Euronext 100;101.47;410.06;531.01;420.1;1007.55
2020/06/09;DAX;12847.68;12722.68;12913.13;12670.95;12819.59
2020/06/09;Dow Jones Industrial Average;27110.98;27232.93;27580.21;27232.48;27572.44
2020/06/09;Brazil Bovespa Stock Index;94637.06;94640.43;97693.47;94640.31;97644.67
2020/06/09;Santiago Index IPSA;2783.16;2783.16;2861.69;2782.47;2855.38
2020/06/09;S&P 500 INDEX;3193.93;3199.92;3233.13;3196;3232.39
2020/06/09;Canada S&P/TSX 60;956.81;962.9;963.58;954.63;961.68
2020/06/09;IPC;38948.08;39150.87;40030.95;38997.59;39954.01
2020/06/10;Australia ASX All Ordinaries;6262.9;6262.9;6300.6;6210.1;6291.6
2020/06/10;Shanghai SE Composite Index;2956.11;2951.28;2951.33;2934.84;2940.88
2020/06/10;Hang Seng;25057.22;25179.03;25303.78;24968.3;25119.69
2020/06/10;Mumbai Sensex;33956.69;0;0;0;33956.69
2020/06/10;Nikkei 225;23091.03;22939;23150.99;22900.3;23115.22
2020/06/10;Taiwan TSEC 50 Index;11637.11;11635.99;11740.9;11621.02;11700.75
2020/06/10;FTSE 100;6472.59;6472.59;6475.01;6325.07;6335.72
2020/06/10;CAC 40;5175.52;5187.09;5203.42;5053.21;5095.11
2020/06/10;Swiss Market Index;1015.27;7101.53;3910.2;6641.011243;10184.82
2020/06/10;Euronext 100;100.75;510.1;1.01;229.98;995.21
2020/06/10;DAX;12819.59;12859.83;12864.91;12502.68;12617.99
2020/06/10;Dow Jones Industrial Average;27572.44;27447.37;27447.37;27151.06;27272.3
2020/06/10;Brazil Bovespa Stock Index;97644.67;97644.34;97644.34;95385.81;96746.55
2020/06/10;Santiago Index IPSA;2855.38;2855.38;2861.23;2788.75;2845.91
2020/06/10;S&P 500 INDEX;3232.39;3213.32;3222.71;3193.11;3207.18
2020/06/10;Canada S&P/TSX 60;961.68;956.09;958.98;949.85;954.25
2020/06/10;IPC;39954.01;39795.15;40030.95;38997.59;39185.66
2020/06/11;Australia ASX All Ordinaries;6269.3;6269.3;6269.3;6130.8;6131.1
2020/06/11;Shanghai SE Composite Index;2943.75;2939.79;2952.57;2932.89;2950.78
2020/06/11;Hang Seng;25049.73;24997.84;25059.32;24857.72;24891.59
2020/06/11;Mumbai Sensex;34247.05;0;0;0;34247.05
2020/06/11;Nikkei 225;23124.95;22848.02;22939.39;22791.53;22882.28
2020/06/11;Taiwan TSEC 50 Index;11720.16;11738.49;11771.12;11673.46;11676.26
2020/06/11;FTSE 100;6335.72;6335.72;6387.35;6293.83;6329.13
2020/06/11;CAC 40;9952.11;1.31;67.69;8793;989.21
2020/06/11;Swiss Market Index;1018.48;2101.9;710.21;8261.012238;10147.18
2020/06/11;Euronext 100;995.21;100.01;310.06;769.87;989.21
2020/06/11;DAX;12617.99;12719.15;12763.89;12471.06;12530.16
2020/06/11;Dow Jones Industrial Average;27272.3;27251.89;27355.22;26938.05;26989.99
2020/06/11;Brazil Bovespa Stock Index;96746.55;96747.32;97644.23;94664.81;94685.98
2020/06/11;Santiago Index IPSA;2845.91;2845.91;2859.54;2802.02;2802.95
2020/06/11;S&P 500 INDEX;3207.18;3213.42;3223.27;3181.49;3190.14
2020/06/11;Canada S&P/TSX 60;954.25;956.5;956.5;941.76;946.07
2020/06/11;IPC;39185.66;39167.12;39804.16;38902.73;38266.19
2020/06/12;Australia ASX All Ordinaries;6079.5;6079.5;6079.5;5862.6;5968.5
2020/06/12;Shanghai SE Composite Index;2920.9;2876.8;2910.03;2872.62;2907.45
2020/06/12;Hang Seng;24480.15;23920.7;24271.16;23895.03;24171.22
2020/06/12;Mumbai Sensex;34247.05;34214.69;34219.39;33480.42;33538.37
2020/06/12;Nikkei 225;22472.91;22082.12;22219.79;21786.93;22131.14
2020/06/12;Taiwan TSEC 50 Index;11535.77;11406.54;11428.28;11244.64;11399.31
2020/06/12;FTSE 100;6329.13;6329.13;6329.13;6076.7;6076.7
2020/06/12;CAC 40;5053.42;4925.95;4956.3;4815.6;4815.6
2020/06/12;Swiss Market Index;1014.71;8101.08;1810.11;6719.82858;9828.58
2020/06/12;Euronext 100;989.21;966.69;971.65;947.73;947.73
2020/06/12;DAX;12530.16;12223.42;12301.95;11970.29;11970.29
2020/06/12;Dow Jones Industrial Average;26989.99;26282.51;26294.08;25082.72;25128.17
2020/06/12;Brazil Bovespa Stock Index;96746.55;96747.32;97645.85;94664.81;94685.98
2020/06/12;Santiago Index IPSA;2802.95;2802.95;2802.95;2708.42;2720.43
2020/06/12;S&P 500 INDEX;3190.14;3123.53;3123.53;2999.49;3002.1
2020/06/12;Canada S&P/TSX 60;946.07;925.76;929.23;906.3;908.66
2020/06/12;IPC;38266.19;37731.99;39174.01;38212.3;36827.36
2020/06/19;Dow Jones Industrial Average;26119.61;26016.45;26154.2;25848.53;26080.1
2020/06/19;Brazil Bovespa Stock Index;95547.29;95547.2;97109.54;94697.53;96125.24
2020/06/19;Santiago Index IPSA;2756.54;2756.54;2763.2;2740.97;2752.52
2020/06/19;S&P 500 INDEX;3113.49;3101.64;3120;3093.51;3115.34
2020/06/19;Canada S&P/TSX 60;930.87;927.88;937.86;925.87;934.92
2020/06/19;IPC;37894.05;37909.37;37909.37;37536.79;37632.89
2020/06/25;Dow Jones Industrial Average;26156.1;25992.96;25992.96;25296.73;25445.94
2020/06/25;Brazil Bovespa Stock Index;95975.16;95973.81;95973.81;93259.07;94377.36
2020/06/25;Santiago Index IPSA;2780.78;2780.78;2791.2;2759.83;2783.88
2020/06/25;S&P 500 INDEX;3131.29;3114.4;3115.01;3032.13;3050.33
2020/06/25;Canada S&P/TSX 60;937.54;933.26;933.26;913.01;921.79
2020/06/29;FTSE 100;6147.14;6147.14;6262.13;6147.14;6159.3
2020/06/29;CAC 40;4918.58;4965.72;5014.83;4908.15;4909.64
2020/06/29;Euronext 100;972.26;980.5;988.98;970.51;971.07
2020/06/29;DAX;12177.87;12308.48;12347.45;12060.89;12089.39
2020/06/29;Swiss Market Index;10089.83;10163.91;10172.15;10018.2;10041.91
2020/06/29;Dow Jones Industrial Average;25745.6;25641.69;25641.69;24971.03;25015.55
2020/06/29;Brazil Bovespa Stock Index;95983.09;95979.03;95979.03;93513.7;93834.49
2020/06/29;Santiago Index IPSA;2785.32;2785.32;2790.5;2752.4;2752.65
2020/06/29;S&P 500 INDEX;3083.76;3073.2;3073.73;3004.63;3009.05
2020/06/29;Canada S&P/TSX 60;932.27;929.45;929.94;914.24;915.65
2020/06/29;IPC;37734.52;37794.67;37794.67;37273.51;37431.95
2020/07/01;Dow Jones Industrial Average;25595.8;25512.43;25905.38;25475.14;25812.88
2020/07/01;Brazil Bovespa Stock Index;95735.35;95727.6;96257.3;94806.47;95055.82
2020/07/01;Santiago Index IPSA;2752.65;2752.65;2765.67;2730.63;2730.63
2020/07/01;S&P 500 INDEX;3053.24;3050.2;3111.51;3047.83;3100.29
2020/07/01;Canada S&P/TSX 60;928.6;925.68;937.45;924.12;934.21
2020/07/01;IPC;37769.19;37707.72;37824.88;37446.52;37716.43
2020/07/02;Dow Jones Industrial Average;25812.88;25879.38;26019.31;25713.61;25734.97
2020/07/02;Brazil Bovespa Stock Index;95055.82;95061.62;96851.75;95061.62;96203.2
2020/07/02;Santiago Index IPSA;2730.63;2730.63;2790.89;2730.63;2784.46
2020/07/02;S&P 500 INDEX;3100.29;3105.92;3128.44;3101.17;3115.86
2020/07/02;Canada S&P/TSX 60;928.6;925.68;937.45;924.12;934.21
2020/07/02;IPC;37716.43;37636.23;37874.47;37425.84;37619.77
2020/07/03;Dow Jones Industrial Average;25734.97;25936.45;26204.41;25778.12;25827.36
2020/07/03;Brazil Bovespa Stock Index;96203.2;96205.58;97864.16;96051.85;96234.96
2020/07/03;Santiago Index IPSA;2784.46;2784.46;2882.65;2784.46;2881.58
2020/07/03;S&P 500 INDEX;3115.86;3143.64;3165.81;3124.52;3130.01
2020/07/03;Canada S&P/TSX 60;934.21;946.63;954.77;940.19;940.86
2020/07/03;IPC;37619.77;37883.97;37935.14;37532.28;37894.08
2020/07/06;FTSE 100;6240.36;6240.36;6262.71;6137.09;6157.3
2020/07/06;CAC 40;5049.38;5056.67;5062.51;4982.24;5007.14
2020/07/06;Euronext 100;998.32;100.02;410.01;909.88;992.87
2020/07/06;DAX;12608.46;12644.6;12649.98;12476.13;12528.18
2020/07/06;Swiss Market Index;10187.56;10204.49;10210.15;10110.25;10125.84
2020/07/06;Dow Jones Industrial Average;25734.97;25936.45;26204.41;25778.12;25827.36
2020/07/06;Brazil Bovespa Stock Index;96234.96;96236.97;96764.87;95803.32;96764.85
2020/07/06;Santiago Index IPSA;2881.58;2881.58;2913.65;2877.64;2898.33
2020/07/06;S&P 500 INDEX;3115.86;3143.64;3165.81;3124.52;3130.01
2020/07/06;Canada S&P/TSX 60;940.86;940.1;941.18;936.92;939.35
2020/07/06;IPC;37894.08;37877.13;37995.54;37710.41;37950
2020/07/07;Dow Jones Industrial Average;25827.36;25996.08;26297.53;25996.08;26287.03
2020/07/07;Brazil Bovespa Stock Index;96764.85;96775.74;99256.85;96767.64;98937.16
2020/07/07;Santiago Index IPSA;2898.33;2898.33;2972.86;2898.33;2955.06
2020/07/07;S&P 500 INDEX;3130.01;3155.29;3182.59;3155.29;3179.72
2020/07/07;Canada S&P/TSX 60;939.35;949.72;951.25;941.19;942.24
2020/07/07;IPC;37950;38088.65;38190.87;37800.59;37884.76
2020/07/08;FTSE 100;6285.94;6285.94;6285.94;6179.97;6189.9
2020/07/08;CAC 40;5081.51;5054.04;5056.52;5009.03;5043.73
2020/07/08;Euronext 100;100.8;510.03;601;373.99;1002.64
2020/07/08;DAX;12733.45;12660.09;12661.12;12525.18;12616.8
2020/07/08;Swiss Market Index;10253.38;10213.54;10228.86;10157.52;10207.96
2020/07/08;Dow Jones Industrial Average;26287.03;26172.01;26174.93;25866.58;25890.18
2020/07/08;Brazil Bovespa Stock Index;98937.16;98937.4;98938;97272.02;97761.04
2020/07/08;Santiago Index IPSA;2955.06;2955.06;2955.06;2906.66;2936.61
2020/07/08;S&P 500 INDEX;3179.72;3166.44;3184.15;3142.93;3145.32
2020/07/08;Canada S&P/TSX 60;942.24;938.53;945.79;936.89;937.72
2020/07/08;IPC;37884.76;37843.96;38190.87;37800.59;37837.39
2020/07/09;FTSE 100;6189.9;6189.9;6208.43;6144.52;6156.16
2020/07/09;CAC 40;5043.73;5004.82;5040.52;4969.83;4981.13
2020/07/09;Euronext 100;100.26;499.82;910.04;189.92;994.93
2020/07/09;DAX;12616.8;12542.58;12670.19;12463.22;12494.81
2020/07/09;Dow Jones Industrial Average;25890.18;25950.06;26109.49;25816.25;26067.28
2020/07/09;Brazil Bovespa Stock Index;97761.04;97764.95;99972.78;97764.95;99769.88
2020/07/09;Santiago Index IPSA;2936.61;2936.61;2937.88;2852.1;2887.12
2020/07/09;S&P 500 INDEX;3145.32;3153.07;3171.8;3136.53;3169.94
2020/07/09;Canada S&P/TSX 60;937.72;939.83;943.82;933.14;939.19
2020/07/09;IPC;37837.39;38111.15;38042.71;37696.67;37483.88
2020/07/10;Dow Jones Industrial Average;26067.28;26094.92;26103.28;25523.51;25706.09
2020/07/10;Brazil Bovespa Stock Index;99769.88;99770.32;10019.12;49886.083;99160.33
2020/07/10;Santiago Index IPSA;2887.12;2887.12;2887.12;2764.48;2781.07
2020/07/10;S&P 500 INDEX;3169.94;3176.17;3179.78;3115.7;3152.05
2020/07/13;FTSE 100;6049.62;6049.62;6108.2;6003.19;6095.41
2020/07/13;Dow Jones Industrial Average;25706.09;25690.35;26101.32;25637.5;26075.3
2020/07/14;Dow Jones Industrial Average;26075.3;26225.07;26639.09;26044.23;26085.8
2020/07/14;Brazil Bovespa Stock Index;10003.18;31000.27;40100.85;76898.69706;98697.06
2020/07/14;Santiago Index IPSA;2779.17;2779.17;2857.06;2779.17;2838.4
2020/07/14;S&P 500 INDEX;3185.04;3205.08;3235.32;3149.43;3155.22
2020/07/14;Canada S&P/TSX 60;945.35;948.96;955.81;940.59;941.72
2020/07/14;IPC;36465.46;36602.77;36939.69;36321.59;36389.39
2020/07/15;FTSE 100;6176.19;6176.19;6179.75;6093.23;6179.75
2020/07/15;CAC 40;5056.23;4990.48;5007.46;4941.73;5007.46
2020/07/15;Euronext 100;100.79;799.46;899.74;898.51;997.48
2020/07/15;DAX;12799.97;12642.23;12697.91;12536.3;12697.36
2020/07/15;Swiss Market Index;10300.96;10204.88;10259.5;10117.64;10259.5
2020/07/15;Dow Jones Industrial Average;26085.8;26044.17;26690.52;25994.98;26642.59
2020/07/15;Brazil Bovespa Stock Index;98697.06;98698.88;10063.2;69828.881;100440.23
2020/07/15;Santiago Index IPSA;2779.17;2779.17;2883.77;2815.18;2883.67
2020/07/15;S&P 500 INDEX;3155.22;3141.11;3200.95;3127.66;3197.52
2020/07/15;Canada S&P/TSX 60;941.72;941.44;959.52;938.59;958.31
2020/07/15;IPC;36389.39;36365.77;36939.69;36321.59;36190.91
2020/07/17;Dow Jones Industrial Average;26870.1;26746.57;26879.16;26590.01;26734.71
2020/07/17;Brazil Bovespa Stock Index;10179.05;41017.91;1101.79;23310.016018;100553.27
2020/07/17;Santiago Index IPSA;2883.67;2883.67;2901.01;2787.6;2787.6
2020/07/17;S&P 500 INDEX;3226.56;3208.36;3220.39;3198.59;3215.57
2020/07/17;Canada S&P/TSX 60;966.01;960.16;967.5;959.69;964.87
2020/07/20;Dow Jones Industrial Average;26734.71;26774.62;26808.43;26619.88;26671.95
2020/07/20;Brazil Bovespa Stock Index;10055.32;71005.54;9103.01;66010.055409;102888.25
2020/07/20;Santiago Index IPSA;2787.6;2787.6;2791.83;2737.24;2755.25
2020/07/20;S&P 500 INDEX;3215.57;3224.21;3233.52;3205.65;3224.73
2020/07/20;Canada S&P/TSX 60;964.87;968.65;971.47;963.72;970.07
2020/07/20;IPC;36465.67;36553.71;36589.06;36172.99;36327.84
2020/07/21;Dow Jones Industrial Average;26671.95;26660.29;26765.02;26504.2;26680.87
2020/07/22;Dow Jones Industrial Average;26680.87;26833.14;27025.38;26766.22;26840.4
2020/07/22;Brazil Bovespa Stock Index;10442.63;71044.26;49105.44;92310.373233;104309.74
2020/07/22;Santiago Index IPSA;2706.89;2706.89;2716.49;2678.1;2681.14
2020/07/22;S&P 500 INDEX;3251.84;3268.52;3277.29;3247.77;3257.3
2020/07/22;Canada S&P/TSX 60;973.04;979.39;981.06;970.97;971.5
2020/07/22;IPC;36323.69;36378.78;36398.27;36195.63;36881.67
2020/07/23;FTSE 100;6269.73;6269.73;6270.96;6197.45;6207.1
2020/07/23;Dow Jones Industrial Average;26840.4;26824.56;27035.24;26794.19;27005.84
2020/07/23;Brazil Bovespa Stock Index;10430.97;41043.11;59104.97;99510.327701;104289.57
2020/07/23;Santiago Index IPSA;2681.14;2681.14;2736.07;2665.99;2720.83
2020/07/23;S&P 500 INDEX;3257.3;3254.86;3279.32;3253.1;3276.02
2020/07/23;Canada S&P/TSX 60;971.5;971.63;972.44;967.31;970.92
2020/07/23;IPC;36881.67;36872.23;37027.67;36378.78;37447.1
2020/07/24;FTSE 100;6207.1;6207.1;6273.63;6202.9;6211.44
2020/07/24;CAC 40;5037.12;5064.72;5083.97;5019.21;5033.76
2020/07/24;Euronext 100;100.37;910.09;841.01;335.1;1005.27
2020/07/24;DAX;13104.25;13183.5;13217.73;13072.82;13103.39
2020/07/24;Swiss Market Index;10439.04;10456.66;10477.48;10367.64;10383.38
2020/07/24;Dow Jones Industrial Average;27005.84;26955.97;26973.85;26560.04;26652.33
2020/07/24;Brazil Bovespa Stock Index;10428.95;71042.91;24104.94;94010.211854;102293.31
2020/07/24;Santiago Index IPSA;2720.83;2720.83;2777.08;2717.53;2748.05
2020/07/24;S&P 500 INDEX;3276.02;3271.64;3279.99;3222.66;3235.66
2020/07/24;Canada S&P/TSX 60;970.92;971.87;971.87;959.12;961.57
2020/07/24;IPC;37447.1;37564.96;37498.33;36867.29;37433.3
2020/07/28;Dow Jones Industrial Average;26469.89;26447.67;26625.46;26426.92;26584.77
2020/07/28;Brazil Bovespa Stock Index;10238.15;81023.8;85104.58;45210.238055;104477.08
2020/07/28;Santiago Index IPSA;2769.15;2769.15;2808.18;2769.15;2802.1
2020/07/28;S&P 500 INDEX;3215.63;3219.84;3241.43;3214.25;3239.41
2020/07/28;Canada S&P/TSX 60;960.06;963.71;969.26;959.68;969.04
2020/07/28;IPC;37357.46;37398.72;37801.41;37204.81;37742.14
